date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:32:22	5141/5141	---M-Z	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2010:02:18%20GMT	https://veins.design/effect/web/balls-cube	C:/My%20Web%20Sites/ball%20cube/veins.design/effect/web/balls-cube.html	(from )
15:32:23	248/248	---M-Z	200	added ('OK')	text/plain	etag:%220afc0ce1b81d21:0%22	https://veins.design/robots.txt		(from )
15:32:26	958977/958977	---MCZ	200	added ('OK')	text/css	etag:%22807b6cf869dd61:0%22	https://veins.design/Content/metro4/css/metro-all.min.css?v=4.4.0	C:/My%20Web%20Sites/ball%20cube/veins.design/Content/metro4/css/metro-all.min93e3.css	(from https://veins.design/effect/web/balls-cube)
15:32:28	11595/11595	---M-Z	200	added ('OK')	text/css	etag:%220417cf17bcdd31:0%22	https://veins.design/Content/spectrum/css/spectrum.min.css	C:/My%20Web%20Sites/ball%20cube/veins.design/Content/spectrum/css/spectrum.min.css	(from https://veins.design/effect/web/balls-cube)
15:32:28	216/216	---M-Z	200	added ('OK')	text/css	etag:%220171cd3bccbd31:0%22	https://veins.design/Content/desktop.css?v=20201010	C:/My%20Web%20Sites/ball%20cube/veins.design/Content/desktop3499.css	(from https://veins.design/effect/web/balls-cube)
15:32:33	89476/89476	---M-Z	200	added ('OK')	application/x-javascript	etag:%22067b0a55b96d61:0%22	https://veins.design/Scripts/jquery/jquery-3.5.1.min.js	C:/My%20Web%20Sites/ball%20cube/veins.design/Scripts/jquery/jquery-3.5.1.min.js	(from https://veins.design/effect/web/balls-cube)
15:32:39	41928/41928	---M-Z	200	added ('OK')	application/x-javascript	etag:%220d636fc7bcdd31:0%22	https://veins.design/Content/spectrum/js/spectrum.min.js	C:/My%20Web%20Sites/ball%20cube/veins.design/Content/spectrum/js/spectrum.min.js	(from https://veins.design/effect/web/balls-cube)
15:32:40	526606/526606	---MCZ	200	added ('OK')	application/x-javascript	etag:%22807b6cf869dd61:0%22	https://veins.design/Content/metro4/js/metro.min.js?v=4.4.0	C:/My%20Web%20Sites/ball%20cube/veins.design/Content/metro4/js/metro.min93e3.js	(from https://veins.design/effect/web/balls-cube)
15:32:41	701/701	---M-Z	200	added ('OK')	application/x-javascript	etag:%2201f4aba5fcad31:0%22	https://veins.design/Scripts/utils/full-screen.js	C:/My%20Web%20Sites/ball%20cube/veins.design/Scripts/utils/full-screen.js	(from https://veins.design/effect/web/balls-cube)
15:32:42	6714/6714	---M-Z	200	added ('OK')	application/x-javascript	etag:%2202b9275ffcfd31:0%22	https://veins.design/Scripts/utils/common.js	C:/My%20Web%20Sites/ball%20cube/veins.design/Scripts/utils/common.js	(from https://veins.design/effect/web/balls-cube)
